,carat,cut,color,clarity,depth,table,price,'x','y','z'
42519,0.5,b'Fair',b'D',b'SI1',64.6,58.0,1323.0,5.0,4.97,3.22
24682,2.08,b'Ideal',b'J',b'SI1',61.6,58.0,13038.0,8.15,8.22,5.04
33515,0.42,b'Very Good',b'I',b'SI1',63.5,54.0,829.0,4.76,4.72,3.01
1315,0.72,b'Ideal',b'F',b'VS2',62.2,56.0,2956.0,5.75,5.73,3.57
12718,0.32,b'Ideal',b'E',b'VS2',61.4,56.0,599.0,4.41,4.45,2.72
49572,0.74,b'Premium',b'G',b'SI1',58.3,58.0,2131.0,5.97,5.93,3.47
9223,1.03,b'Premium',b'G',b'SI2',60.6,60.0,4557.0,6.53,6.5,3.95
47087,0.7,b'Good',b'J',b'SI2',61.2,64.0,1824.0,5.68,5.73,3.49
39819,0.38,b'Ideal',b'E',b'VS1',62.1,57.0,1097.0,4.65,4.62,2.88
10352,0.9,b'Ideal',b'E',b'SI2',61.8,56.0,4770.0,6.18,6.22,3.83
36815,0.51,b'Premium',b'I',b'SI2',60.4,59.0,956.0,5.2,5.17,3.13
39228,0.32,b'Ideal',b'D',b'VVS1',61.7,55.0,1067.0,4.41,4.44,2.73
46668,0.71,b'Good',b'I',b'SI1',62.6,63.0,1788.0,5.54,5.61,3.49
5719,0.25,b'Very Good',b'E',b'VVS2',63.0,57.0,575.0,4.0,4.06,2.54
28599,0.3,b'Ideal',b'G',b'VS2',62.2,57.0,675.0,4.32,4.26,2.67
23368,0.23,b'Good',b'F',b'VVS2',62.3,61.0,425.0,3.93,3.94,2.45
13578,1.21,b'Premium',b'J',b'VS1',59.5,60.0,5556.0,6.99,6.9,4.13
14909,1.26,b'Very Good',b'G',b'SI2',61.3,55.0,6001.0,6.94,7.0,4.27
1046,0.7,b'Ideal',b'F',b'VS2',62.3,53.0,2907.0,5.69,5.73,3.56
17968,1.22,b'Premium',b'E',b'SI1',62.6,58.0,7262.0,6.78,6.8,4.25
42885,0.58,b'Ideal',b'E',b'SI2',62.4,58.0,1359.0,5.32,5.35,3.33
15964,1.0,b'Very Good',b'G',b'VS2',63.8,58.0,6389.0,6.31,6.35,4.04
30345,0.36,b'Premium',b'E',b'VS1',61.5,59.0,727.0,4.57,4.6,2.82
14941,1.2,b'Very Good',b'H',b'SI1',58.9,60.0,6019.0,6.94,7.02,4.11
47985,0.24,b'Very Good',b'F',b'VVS2',58.0,60.0,533.0,4.09,4.12,2.38
44477,0.56,b'Premium',b'D',b'SI1',60.2,60.0,1595.0,5.38,5.33,3.22
32238,0.31,b'Ideal',b'G',b'VVS1',62.1,53.0,789.0,4.36,4.4,2.72
1772,0.82,b'Very Good',b'F',b'SI1',63.9,56.9,3048.0,5.85,5.92,3.76
38488,0.42,b'Ideal',b'G',b'VVS2',62.6,55.0,1031.0,4.77,4.78,2.99
36325,0.32,b'Ideal',b'G',b'VVS2',61.6,55.0,936.0,4.42,4.41,2.72
39735,0.38,b'Ideal',b'D',b'VS1',62.4,54.1,1092.0,4.62,4.67,2.9
1287,0.7,b'Very Good',b'E',b'VS1',61.3,60.0,2952.0,5.68,5.7,3.49
3948,0.9,b'Very Good',b'I',b'SI2',61.5,57.0,3503.0,6.16,6.19,3.8
2621,0.74,b'Ideal',b'F',b'VS1',62.3,56.0,3226.0,5.76,5.79,3.6
24536,2.18,b'Good',b'H',b'SI1',63.8,57.0,12825.0,8.24,8.17,5.23
46703,0.55,b'Ideal',b'E',b'VS2',61.8,57.0,1792.0,5.34,5.27,3.28
28428,0.3,b'Ideal',b'D',b'VS2',60.6,58.0,670.0,4.31,4.33,2.62
22984,1.51,b'Ideal',b'F',b'SI1',63.0,57.0,11035.0,7.29,7.25,4.58
44908,0.53,b'Premium',b'D',b'SI1',60.0,58.0,1631.0,5.24,5.29,3.16
23358,0.3,b'Ideal',b'G',b'SI1',62.2,55.0,422.0,4.27,4.32,2.67
51321,0.31,b'Premium',b'H',b'VS1',61.1,59.0,544.0,4.35,4.36,2.66
52056,0.7,b'Very Good',b'H',b'VS1',62.5,61.0,2453.0,5.62,5.67,3.53
17544,1.01,b'Good',b'F',b'VVS2',63.6,60.0,7059.0,6.36,6.31,4.03
53489,0.7,b'Very Good',b'H',b'VVS1',63.5,58.0,2682.0,5.63,5.59,3.56
1205,0.82,b'Ideal',b'E',b'SI2',62.1,56.0,2937.0,6.01,5.98,3.72
42140,0.55,b'Premium',b'G',b'SI2',61.8,56.0,1280.0,5.28,5.23,3.25
24497,1.65,b'Very Good',b'H',b'VS1',62.0,58.0,12773.0,7.56,7.66,4.72
43665,0.5,b'Ideal',b'F',b'VS2',62.7,57.0,1436.0,5.08,5.1,3.19
39176,0.35,b'Ideal',b'D',b'VS2',61.6,56.0,1063.0,4.56,4.53,2.8
561,0.72,b'Very Good',b'F',b'VS2',62.5,58.0,2832.0,5.71,5.75,3.58
33292,0.31,b'Premium',b'D',b'SI2',62.1,59.0,462.0,4.31,4.35,2.69
25914,1.54,b'Ideal',b'G',b'VVS2',62.5,57.0,15059.0,7.3,7.36,4.58
47331,0.23,b'Very Good',b'E',b'VVS1',61.3,59.0,530.0,3.93,3.97,2.42
37369,0.4,b'Ideal',b'G',b'VVS2',62.4,56.0,982.0,4.72,4.74,2.95
36752,0.33,b'Ideal',b'F',b'VVS1',62.4,55.0,955.0,4.4,4.42,2.75
29552,0.25,b'Ideal',b'F',b'VVS1',62.3,56.0,705.0,4.01,4.03,2.5
33658,0.35,b'Very Good',b'D',b'VVS2',60.0,58.0,835.0,4.57,4.59,2.75
49501,0.55,b'Ideal',b'D',b'VS1',61.8,55.0,2119.0,5.29,5.32,3.28
17246,1.07,b'Premium',b'G',b'VS2',61.9,58.0,6903.0,6.55,6.54,4.05
40910,0.42,b'Good',b'G',b'VVS1',63.6,55.0,1179.0,4.75,4.78,3.03
35469,0.31,b'Ideal',b'F',b'IF',60.7,56.0,901.0,4.42,4.45,2.69
20854,1.16,b'Ideal',b'G',b'VVS1',60.5,57.0,9075.0,6.78,6.83,4.12
9999,1.0,b'Fair',b'D',b'SI1',64.9,59.0,4704.0,6.2,6.13,4.0
34718,0.37,b'Good',b'D',b'SI1',63.7,55.0,874.0,4.59,4.55,2.91
3825,0.73,b'Ideal',b'E',b'VS1',61.4,55.0,3471.0,5.8,5.82,3.57
4958,0.9,b'Good',b'G',b'SI1',63.2,59.0,3734.0,6.05,6.1,3.84
53288,0.3,b'Very Good',b'D',b'SI1',61.0,60.0,552.0,4.3,4.35,2.64
24719,0.31,b'Ideal',b'F',b'VS2',61.1,56.0,640.0,4.35,4.39,2.67
37046,0.35,b'Ideal',b'E',b'VVS1',61.8,56.0,967.0,4.53,4.5,2.79
52657,0.73,b'Very Good',b'F',b'SI1',60.4,57.0,2549.0,5.86,5.89,3.55
14582,1.13,b'Premium',b'H',b'VS2',62.4,58.0,5885.0,6.66,6.61,4.14
44961,0.55,b'Ideal',b'F',b'VS2',62.0,56.0,1636.0,5.3,5.25,3.27
8896,1.08,b'Ideal',b'G',b'SI2',62.3,56.0,4489.0,6.53,6.57,4.08
10011,1.01,b'Very Good',b'H',b'SI1',63.3,57.0,4707.0,6.41,6.36,4.04
21500,1.53,b'Premium',b'J',b'IF',61.1,58.0,9596.0,7.45,7.41,4.54
35746,0.3,b'Premium',b'D',b'VS2',62.2,58.0,911.0,4.3,4.25,2.66
15070,1.02,b'Premium',b'G',b'VS2',62.7,58.0,6058.0,6.4,6.45,4.03
47615,0.71,b'Good',b'J',b'VS1',63.3,55.0,1881.0,5.62,5.66,3.57
44332,0.33,b'Good',b'I',b'VS1',63.1,56.0,521.0,4.38,4.4,2.77
8977,1.01,b'Good',b'G',b'SI1',63.8,56.0,4504.0,6.32,6.37,4.05
3054,0.35,b'Premium',b'H',b'SI2',61.6,58.0,566.0,4.54,4.49,2.78
11686,1.37,b'Very Good',b'J',b'SI2',60.7,60.0,5063.0,7.07,7.19,4.33
885,0.9,b'Premium',b'J',b'SI1',60.9,61.0,2873.0,6.26,6.22,3.8
22713,1.23,b'Very Good',b'E',b'VS1',61.5,58.0,10730.0,6.88,6.93,4.25
24403,1.51,b'Premium',b'E',b'SI1',61.5,58.0,12644.0,7.38,7.33,4.52
52095,0.7,b'Very Good',b'E',b'SI1',62.6,56.0,2459.0,5.65,5.69,3.55
48112,0.5,b'Ideal',b'G',b'VVS2',62.9,57.0,1935.0,5.11,5.04,3.19
749,0.33,b'Premium',b'I',b'SI1',60.4,59.0,557.0,4.54,4.5,2.73
30893,0.38,b'Ideal',b'I',b'VVS1',60.6,58.0,744.0,4.69,4.71,2.85
2355,0.8,b'Ideal',b'D',b'SI2',61.5,58.0,3173.0,5.97,6.0,3.68
12344,1.01,b'Fair',b'F',b'VS2',64.5,58.0,5226.0,6.28,6.18,4.02
20407,1.5,b'Ideal',b'F',b'SI1',60.9,56.0,8770.0,7.43,7.36,4.5
49010,0.57,b'Premium',b'F',b'SI1',62.1,59.0,2052.0,5.31,5.28,3.29
30863,0.33,b'Premium',b'G',b'VS2',61.3,59.0,743.0,4.46,4.44,2.73
32527,0.35,b'Premium',b'H',b'VVS1',60.6,60.0,798.0,4.51,4.57,2.75
8912,1.0,b'Premium',b'G',b'SI1',62.5,59.0,4493.0,6.35,6.29,3.95
17991,1.05,b'Very Good',b'F',b'VS1',60.2,58.0,7276.0,6.62,6.74,4.02
30568,0.31,b'Ideal',b'D',b'VS2',61.8,56.0,734.0,4.32,4.36,2.68
51080,0.72,b'Premium',b'I',b'VS2',60.9,60.0,2333.0,5.8,5.76,3.52
12620,1.0,b'Premium',b'G',b'SI1',62.2,58.0,5292.0,6.45,6.37,3.99
12517,1.01,b'Ideal',b'H',b'VS2',62.7,56.0,5260.0,6.4,6.35,4.0
6210,0.7,b'Ideal',b'E',b'VS1',61.2,56.0,4000.0,5.72,5.75,3.51
29581,0.41,b'Very Good',b'E',b'SI1',61.8,60.0,705.0,4.74,4.78,2.94
35401,0.35,b'Ideal',b'E',b'VS1',62.0,55.0,900.0,4.54,4.58,2.82
23459,1.2,b'Ideal',b'F',b'VVS1',62.0,56.0,11455.0,6.76,6.82,4.21
10667,0.9,b'Ideal',b'F',b'VS2',62.0,56.0,4838.0,6.23,6.15,3.84
3699,0.9,b'Good',b'E',b'SI1',63.8,56.0,3449.0,6.17,6.09,3.91
38370,0.53,b'Good',b'J',b'VS2',63.3,56.0,1023.0,5.12,5.18,3.26
1329,0.76,b'Ideal',b'F',b'VS2',62.6,56.0,2960.0,5.82,5.78,3.63
27120,2.05,b'Ideal',b'H',b'SI1',62.4,57.0,17294.0,8.14,8.08,5.06
14034,1.07,b'Ideal',b'E',b'SI2',61.5,56.0,5704.0,6.61,6.58,4.06
48612,0.51,b'Ideal',b'F',b'VVS2',61.9,56.0,1998.0,5.13,5.15,3.18
18543,1.52,b'Premium',b'H',b'SI1',62.0,60.0,7559.0,7.36,7.28,4.54
21553,2.01,b'Premium',b'I',b'SI2',62.1,60.0,9658.0,8.1,8.03,5.01
1571,0.71,b'Very Good',b'E',b'VS1',63.2,60.0,3006.0,5.63,5.6,3.55
38478,0.42,b'Ideal',b'G',b'VVS2',61.3,56.0,1031.0,4.81,4.82,2.95
15698,0.29,b'Ideal',b'H',b'IF',62.2,55.0,607.0,4.25,4.28,2.65
29143,0.31,b'Ideal',b'E',b'VS1',61.3,55.0,692.0,4.36,4.38,2.68
27655,2.07,b'Premium',b'F',b'SI2',60.7,59.0,18611.0,8.21,8.16,4.97
42115,0.4,b'Ideal',b'E',b'VVS1',60.8,57.0,1278.0,4.79,4.82,2.92
42886,0.57,b'Ideal',b'D',b'SI2',61.9,56.0,1359.0,5.3,5.34,3.3
28544,0.3,b'Premium',b'H',b'VS1',61.4,59.0,675.0,4.33,4.3,2.65
44196,0.51,b'Ideal',b'D',b'SI1',61.8,55.0,1569.0,5.14,5.18,3.19
18458,1.2,b'Ideal',b'D',b'SI1',61.8,58.0,7508.0,6.76,6.83,4.2
28325,0.33,b'Ideal',b'G',b'VS1',62.1,55.0,666.0,4.43,4.46,2.76
43085,0.61,b'Ideal',b'I',b'VS2',62.0,54.0,1380.0,5.44,5.49,3.39
47573,0.51,b'Premium',b'G',b'VVS2',59.1,59.0,1875.0,5.18,5.21,3.07
24718,0.38,b'Very Good',b'E',b'SI1',58.3,61.0,640.0,4.75,4.86,2.8
185,0.71,b'Ideal',b'G',b'SI1',60.5,56.0,2776.0,5.8,5.76,3.5
36838,0.37,b'Premium',b'G',b'VS1',61.4,58.0,957.0,4.61,4.58,2.82
35611,0.3,b'Very Good',b'H',b'VS2',61.1,61.0,473.0,4.29,4.32,2.63
2806,1.11,b'Premium',b'H',b'I1',61.0,59.0,3263.0,6.67,6.61,4.05
48339,0.71,b'Premium',b'H',b'SI2',61.5,57.0,1960.0,5.76,5.69,3.52
20809,1.91,b'Premium',b'G',b'SI2',61.9,58.0,9038.0,7.9,7.84,4.87
11850,0.9,b'Very Good',b'G',b'VVS2',59.8,60.0,5102.0,6.23,6.28,3.74
37553,0.32,b'Ideal',b'D',b'VVS1',62.1,54.0,988.0,4.43,4.4,2.74
2202,0.72,b'Good',b'E',b'VS2',60.8,62.0,3140.0,5.73,5.78,3.5
3477,1.01,b'Premium',b'H',b'SI2',60.9,59.0,3394.0,6.42,6.35,3.89
40120,0.41,b'Premium',b'F',b'VVS2',61.0,59.0,1115.0,4.79,4.82,2.93
24671,2.07,b'Fair',b'D',b'SI2',64.5,60.0,13016.0,7.99,7.88,5.12
8265,0.9,b'Very Good',b'D',b'SI1',61.0,63.0,4381.0,6.1,6.13,3.73
15628,1.01,b'Premium',b'F',b'VS2',58.9,58.0,6271.0,6.59,6.51,3.86
12049,0.4,b'Ideal',b'I',b'SI1',61.6,56.0,596.0,4.68,4.74,2.9
49155,0.5,b'Ideal',b'G',b'VVS1',62.7,57.0,2070.0,5.1,5.07,3.19
695,0.79,b'Ideal',b'D',b'SI2',62.8,57.0,2853.0,5.9,5.85,3.69
13776,1.18,b'Premium',b'I',b'SI1',61.8,58.0,5617.0,6.78,6.74,4.18
47226,0.59,b'Very Good',b'H',b'VVS2',62.3,55.0,1840.0,5.42,5.33,3.35
16868,1.37,b'Ideal',b'G',b'SI2',62.8,57.0,6730.0,7.12,7.06,4.45
35528,0.38,b'Ideal',b'E',b'VS1',61.7,53.0,905.0,4.69,4.71,2.9
3733,0.26,b'Very Good',b'E',b'VVS2',60.5,55.0,569.0,4.1,4.16,2.5
44543,0.56,b'Very Good',b'G',b'VS2',62.6,58.0,1605.0,5.22,5.32,3.31
28250,0.33,b'Premium',b'F',b'VS2',60.8,58.0,666.0,4.44,4.47,2.71
13002,2.14,b'Fair',b'J',b'I1',69.4,57.0,5405.0,7.74,7.7,5.36
43673,0.5,b'Very Good',b'D',b'SI1',62.8,53.0,1436.0,5.04,5.08,3.18
17691,2.27,b'Fair',b'G',b'I1',68.6,56.0,7131.0,7.99,7.94,5.47
15264,1.2,b'Premium',b'H',b'SI1',58.9,60.0,6129.0,7.02,6.94,4.11
38136,0.3,b'Premium',b'G',b'VVS1',62.4,57.0,1013.0,4.29,4.27,2.67
39708,0.58,b'Ideal',b'J',b'SI1',61.5,55.0,1089.0,5.36,5.4,3.31
9891,0.9,b'Very Good',b'H',b'VS1',62.8,59.0,4685.0,6.07,6.15,3.84
48098,0.49,b'Ideal',b'D',b'VS1',62.3,55.0,1934.0,5.03,5.05,3.14
42731,0.52,b'Very Good',b'E',b'SI1',61.1,62.0,1343.0,5.16,5.18,3.16
2450,0.91,b'Very Good',b'G',b'SI2',60.3,59.0,3189.0,6.23,6.28,3.77
1504,0.75,b'Ideal',b'E',b'SI1',61.1,57.0,2993.0,5.83,5.86,3.57
3768,1.04,b'Very Good',b'J',b'SI2',62.8,57.0,3459.0,6.44,6.5,4.06
42634,0.58,b'Premium',b'H',b'SI1',62.1,55.0,1332.0,5.38,5.35,3.33
31950,0.28,b'Very Good',b'D',b'VS1',62.2,61.0,452.0,4.13,4.16,2.58
28788,0.37,b'Good',b'D',b'SI1',63.7,55.0,681.0,4.55,4.59,2.91
30557,0.31,b'Ideal',b'D',b'VS2',60.4,56.0,734.0,4.39,4.42,2.66
29999,0.43,b'Very Good',b'H',b'SI1',60.2,57.0,716.0,4.91,4.93,2.96
36421,0.39,b'Premium',b'G',b'VS2',59.8,61.0,942.0,4.75,4.72,2.83
11804,1.01,b'Fair',b'F',b'VS2',65.2,52.0,5090.0,6.31,6.29,4.11
22119,1.01,b'Premium',b'D',b'VVS2',60.2,58.0,10147.0,6.57,6.51,3.94
14312,1.01,b'Fair',b'D',b'VS2',59.1,68.0,5797.0,6.56,6.44,3.84
35598,0.31,b'Ideal',b'H',b'VVS1',62.2,56.0,907.0,4.37,4.34,2.71
18757,1.05,b'Very Good',b'E',b'VS1',59.8,59.0,7666.0,6.57,6.75,3.98
11758,1.02,b'Ideal',b'H',b'SI1',59.9,56.0,5079.0,6.54,6.51,3.91
17872,1.15,b'Premium',b'D',b'SI1',61.1,53.0,7213.0,6.83,6.76,4.15
11021,1.1,b'Premium',b'H',b'SI1',61.6,56.0,4916.0,6.66,6.61,4.09
3527,0.9,b'Premium',b'G',b'SI1',60.6,60.0,3407.0,6.22,6.15,3.75
29949,0.33,b'Ideal',b'I',b'SI1',61.5,57.0,445.0,4.46,4.49,2.75
766,0.76,b'Ideal',b'E',b'SI1',62.7,54.0,2858.0,5.88,5.83,3.67
34803,0.31,b'Ideal',b'D',b'VS1',61.8,55.0,877.0,4.36,4.34,2.69
17187,1.02,b'Very Good',b'D',b'SI1',60.3,56.0,6863.0,6.55,6.57,3.96
36488,0.3,b'Ideal',b'E',b'IF',62.0,54.0,943.0,4.31,4.34,2.68
14230,1.56,b'Ideal',b'J',b'SI2',62.1,55.0,5766.0,7.45,7.41,4.62
15213,1.01,b'Premium',b'G',b'VS2',61.6,60.0,6108.0,6.51,6.42,3.98
40786,0.4,b'Ideal',b'F',b'VVS1',62.3,54.0,1168.0,4.75,4.78,2.97
41261,0.36,b'Very Good',b'D',b'SI2',63.0,59.0,501.0,4.49,4.52,2.84
41695,0.49,b'Premium',b'G',b'VS2',59.8,59.0,1240.0,5.16,5.14,3.08
52697,0.7,b'Very Good',b'E',b'VS2',62.8,57.0,2553.0,5.66,5.68,3.56
23589,1.7,b'Ideal',b'H',b'VS2',62.3,57.0,11605.0,7.68,7.65,4.78
33093,0.37,b'Ideal',b'H',b'VVS1',61.9,54.0,815.0,4.63,4.65,2.87
20381,0.31,b'Ideal',b'F',b'VS2',62.0,56.0,625.0,4.35,4.39,2.71
14687,1.25,b'Premium',b'I',b'VS2',62.2,57.0,5925.0,6.92,6.84,4.28
3689,0.9,b'Very Good',b'H',b'SI1',61.0,59.0,3447.0,6.11,6.16,3.74
28864,0.4,b'Ideal',b'E',b'SI1',63.2,56.0,684.0,4.66,4.71,2.96
22593,1.5,b'Fair',b'G',b'VS2',66.2,53.0,10644.0,7.12,7.08,4.7
40991,0.42,b'Premium',b'E',b'VS1',62.1,55.0,1181.0,4.85,4.81,3.0
32809,0.34,b'Ideal',b'D',b'VS2',62.1,55.0,805.0,4.46,4.49,2.78
22214,1.74,b'Premium',b'H',b'SI2',62.1,59.0,10270.0,7.78,7.65,4.79
24678,1.52,b'Premium',b'G',b'VS1',62.4,58.0,13034.0,7.37,7.3,4.58
36620,0.24,b'Very Good',b'F',b'VVS2',62.1,58.0,478.0,3.96,4.03,2.48
6595,1.0,b'Very Good',b'I',b'SI2',60.7,59.0,4080.0,6.4,6.46,3.9
26274,2.11,b'Premium',b'G',b'SI2',59.1,59.0,15757.0,8.33,8.4,4.94
8229,1.0,b'Very Good',b'F',b'SI2',61.1,61.0,4372.0,6.35,6.38,3.89
20249,1.73,b'Premium',b'I',b'VS2',59.8,58.0,8680.0,7.8,7.79,4.66
37406,0.51,b'Ideal',b'H',b'SI2',61.9,54.0,983.0,5.13,5.15,3.18
19307,1.21,b'Ideal',b'G',b'VS1',62.5,55.0,8020.0,6.79,6.8,4.25
11612,1.02,b'Ideal',b'H',b'SI1',61.7,57.0,5047.0,6.45,6.48,3.99
29144,0.33,b'Ideal',b'E',b'VS1',61.5,56.0,692.0,4.45,4.5,2.75
19343,1.06,b'Ideal',b'G',b'VVS2',61.0,57.0,8044.0,6.57,6.55,4.0
49465,0.55,b'Premium',b'E',b'VS2',59.7,57.0,2112.0,5.39,5.36,3.21
25317,1.58,b'Premium',b'D',b'SI1',62.7,60.0,13995.0,7.41,7.37,4.63
50335,0.65,b'Ideal',b'G',b'VS1',60.6,60.0,2242.0,5.58,5.61,3.39
51300,0.31,b'Ideal',b'G',b'VS2',62.0,57.0,544.0,4.34,4.37,2.7
21320,1.51,b'Very Good',b'F',b'SI2',63.4,57.0,9471.0,7.29,7.25,4.61
43743,0.51,b'Ideal',b'E',b'SI1',62.7,55.0,1438.0,5.07,5.1,3.19
26576,2.01,b'Premium',b'H',b'SI2',60.5,61.0,16287.0,8.14,8.09,4.91
32280,0.26,b'Very Good',b'F',b'VS1',61.7,58.0,453.0,4.1,4.14,2.54
19112,1.05,b'Premium',b'F',b'VS1',61.0,58.0,7879.0,6.6,6.55,4.01
14328,1.03,b'Ideal',b'D',b'SI1',61.6,55.0,5804.0,6.49,6.53,4.01
16485,1.07,b'Ideal',b'D',b'SI1',60.7,57.0,6587.0,6.61,6.64,4.02
40569,0.52,b'Ideal',b'G',b'SI2',63.0,55.0,1151.0,5.14,5.12,3.23
51276,0.72,b'Ideal',b'H',b'SI1',61.7,54.0,2359.0,5.77,5.81,3.57
22768,1.4,b'Very Good',b'F',b'VS2',60.0,58.0,10790.0,7.24,7.29,4.36
41793,0.52,b'Premium',b'G',b'SI1',62.7,58.0,1249.0,5.13,5.07,3.2
10019,1.11,b'Ideal',b'I',b'SI1',61.9,57.0,4709.0,6.62,6.67,4.11
34962,0.32,b'Ideal',b'I',b'VS1',62.3,56.0,471.0,4.37,4.4,2.73
44072,0.55,b'Premium',b'E',b'SI1',61.2,59.0,1551.0,5.25,5.28,3.22
40416,0.58,b'Ideal',b'G',b'SI2',62.0,57.0,1134.0,5.35,5.29,3.3
11675,1.0,b'Premium',b'F',b'SI1',59.8,59.0,5058.0,6.49,6.55,3.9
22296,1.27,b'Ideal',b'G',b'VVS2',62.4,53.3,10342.0,6.94,6.95,4.33
53313,0.72,b'Ideal',b'I',b'VS2',61.8,56.0,2650.0,5.72,5.77,3.56
47768,0.55,b'Ideal',b'D',b'VS2',62.8,57.0,1894.0,5.27,5.24,3.3
10162,1.05,b'Ideal',b'F',b'SI1',61.8,57.0,4729.0,6.51,6.54,4.03
11728,0.34,b'Ideal',b'G',b'VS2',61.9,55.0,596.0,4.49,4.53,2.79
38797,0.31,b'Ideal',b'G',b'VVS1',60.8,56.0,1046.0,4.39,4.36,2.66
47449,0.53,b'Ideal',b'D',b'VS2',62.2,56.0,1857.0,5.16,5.19,3.22
27855,0.3,b'Ideal',b'F',b'VS1',61.6,54.7,652.0,4.33,4.34,2.67
36851,0.37,b'Premium',b'F',b'VS2',61.9,59.0,957.0,4.61,4.57,2.84
24623,1.11,b'Ideal',b'F',b'VVS1',62.1,57.0,12956.0,6.62,6.69,4.13
39730,0.45,b'Premium',b'E',b'SI1',62.8,58.0,1091.0,4.88,4.84,3.05
13219,1.14,b'Very Good',b'H',b'SI1',63.1,58.0,5458.0,6.69,6.6,4.19
39862,0.38,b'Ideal',b'F',b'VVS1',62.3,54.1,1101.0,4.63,4.66,2.9
51045,0.73,b'Very Good',b'G',b'SI1',59.8,61.0,2330.0,5.83,5.85,3.49
17251,1.09,b'Ideal',b'G',b'VS2',62.0,54.0,6905.0,6.61,6.65,4.11
1688,0.73,b'Ideal',b'G',b'VS1',61.6,57.0,3033.0,5.76,5.79,3.56
27246,2.39,b'Premium',b'I',b'VS1',61.2,60.0,17642.0,8.63,8.6,5.27
20804,1.08,b'Ideal',b'G',b'IF',61.3,57.0,9035.0,6.62,6.59,4.05
48036,0.56,b'Ideal',b'D',b'VS1',60.4,56.0,1924.0,5.33,5.36,3.23
2844,0.56,b'Ideal',b'D',b'VVS1',61.8,56.0,3270.0,5.28,5.31,3.27
51307,0.31,b'Very Good',b'G',b'VS2',59.0,60.0,544.0,4.37,4.41,2.59
13043,0.36,b'Ideal',b'F',b'SI1',60.1,56.0,600.0,4.62,4.67,2.79
51971,0.33,b'Premium',b'E',b'SI1',59.6,60.0,545.0,4.51,4.48,2.68
48468,0.5,b'Very Good',b'F',b'VVS1',63.5,60.0,1978.0,4.98,5.04,3.18
38788,0.31,b'Premium',b'G',b'VVS1',59.5,60.0,1046.0,4.41,4.39,2.62
53573,0.7,b'Ideal',b'E',b'VS2',62.8,57.0,2697.0,5.71,5.62,3.56
37166,0.32,b'Ideal',b'D',b'VS2',62.0,55.0,972.0,4.42,4.38,2.73
51977,0.26,b'Very Good',b'E',b'IF',58.7,63.0,547.0,4.19,4.23,2.47
24392,1.51,b'Ideal',b'G',b'VS2',61.8,55.0,12626.0,7.43,7.39,4.58
47815,0.57,b'Fair',b'F',b'VVS2',65.2,56.2,1902.0,5.19,5.23,3.4
19903,1.21,b'Ideal',b'F',b'VS2',61.2,57.0,8452.0,6.87,6.82,4.19
33597,0.37,b'Ideal',b'G',b'VS2',62.2,57.0,833.0,4.64,4.59,2.87
28564,0.3,b'Ideal',b'H',b'VS1',62.2,57.0,675.0,4.3,4.28,2.67
21037,0.31,b'Premium',b'H',b'VVS2',62.3,60.0,625.0,4.31,4.36,2.7
32953,0.35,b'Premium',b'J',b'VS1',62.2,58.0,460.0,4.49,4.54,2.81
21280,2.03,b'Premium',b'J',b'SI2',60.4,59.0,9435.0,8.15,8.12,4.91
5546,1.02,b'Ideal',b'J',b'SI1',62.8,54.0,3856.0,6.46,6.43,4.05
26076,1.51,b'Ideal',b'G',b'VVS2',60.5,56.0,15303.0,7.45,7.42,4.5
23390,0.36,b'Ideal',b'E',b'SI1',62.4,55.0,631.0,4.55,4.58,2.85
24737,1.51,b'Very Good',b'F',b'VS2',63.2,56.0,13080.0,7.22,7.28,4.58
21561,1.5,b'Very Good',b'H',b'SI1',60.7,63.0,9660.0,7.3,7.27,4.42
22676,1.44,b'Ideal',b'D',b'SI1',63.0,55.0,10725.0,7.23,7.18,4.54
46595,0.54,b'Ideal',b'F',b'VS2',61.4,57.0,1786.0,5.25,5.2,3.21
22755,2.01,b'Fair',b'H',b'SI2',66.7,56.0,10772.0,7.8,7.76,5.19
4574,0.76,b'Ideal',b'E',b'VS1',60.5,56.0,3649.0,5.94,5.99,3.61
46710,0.52,b'Ideal',b'E',b'VS1',62.5,56.0,1793.0,5.16,5.11,3.21
52781,0.83,b'Ideal',b'H',b'SI2',62.3,54.0,2565.0,6.04,6.07,3.77
36915,0.41,b'Premium',b'G',b'VS1',60.7,58.0,961.0,4.83,4.79,2.92
35657,0.31,b'Ideal',b'G',b'VVS2',62.6,57.0,907.0,4.33,4.29,2.7
29621,0.3,b'Good',b'J',b'SI1',64.0,55.0,439.0,4.28,4.25,2.73
24083,1.53,b'Premium',b'G',b'VS2',61.3,58.0,12228.0,7.48,7.4,4.56
20905,1.3,b'Premium',b'G',b'VS2',62.5,58.0,9120.0,6.97,6.93,4.36
40705,0.58,b'Ideal',b'I',b'SI2',61.3,56.0,1158.0,5.38,5.45,3.32
32221,0.31,b'Ideal',b'G',b'VVS1',62.2,55.0,789.0,4.33,4.38,2.71
35584,0.35,b'Premium',b'F',b'VS2',61.8,58.0,906.0,4.52,4.48,2.78
28429,0.3,b'Ideal',b'D',b'VS2',61.5,58.0,670.0,4.27,4.31,2.64
12056,0.26,b'Very Good',b'F',b'VVS2',60.0,59.0,597.0,4.11,4.15,2.48
